age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
56,40,Private,Bachelors,Married,Sales,White,Male,1
37,38,Private,HS-grad,Single,Blue-Collar,White,Male,0
44,88,Self-Employed,School,Married,Blue-Collar,White,Male,0
33,66,Government,Some-college,Married,Blue-Collar,White,Male,0
49,35,Private,Assoc,Single,White-Collar,White,Female,0
40,40,Private,Some-college,Single,White-Collar,White,Female,0
50,50,Private,Bachelors,Married,Blue-Collar,White,Male,1
32,48,Private,Some-college,Married,Sales,White,Male,0
17,40,Self-Employed,School,Single,Blue-Collar,White,Male,0
55,60,Private,Some-college,Married,White-Collar,White,Male,1
21,50,Private,School,Married,Blue-Collar,White,Male,0
35,40,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
47,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
24,40,Private,HS-grad,Single,Sales,White,Male,0
20,40,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
24,60,Private,HS-grad,Married,Blue-Collar,White,Male,0
45,40,Private,School,Married,Blue-Collar,Other,Male,0
48,25,Self-Employed,Assoc,Married,White-Collar,White,Female,1
27,40,Private,Some-college,Divorced,White-Collar,Other,Female,0
26,40,Government,HS-grad,Married,Blue-Collar,White,Male,0
46,40,Private,Prof-school,Divorced,Professional,White,Male,1
23,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
42,50,Self-Employed,Prof-school,Married,Professional,White,Male,1
45,41,Private,Some-college,Separated,Blue-Collar,White,Male,0
45,35,Self-Employed,Bachelors,Single,Sales,White,Female,0
43,50,Self-Employed,Some-college,Married,Sales,White,Male,1
54,40,Private,Bachelors,Married,White-Collar,White,Male,1
34,40,Private,HS-grad,Separated,White-Collar,White,Male,0
23,40,Other/Unknown,Bachelors,Single,Other/Unknown,Other,Male,0
57,40,Self-Employed,Some-college,Married,Professional,White,Male,0
70,4,Other/Unknown,Some-college,Married,Other/Unknown,White,Male,1
41,40,Private,Some-college,Married,Service,Other,Male,0
20,30,Private,HS-grad,Single,Blue-Collar,White,Male,0
26,78,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
46,35,Private,Bachelors,Married,White-Collar,White,Male,1
28,40,Private,Some-college,Single,Service,White,Male,0
21,8,Private,Some-college,Single,Professional,White,Female,0
17,16,Private,School,Single,Service,White,Male,0
64,80,Private,Doctorate,Widowed,Professional,White,Male,1
57,40,Government,HS-grad,Married,Blue-Collar,White,Male,1
51,20,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,1
47,55,Self-Employed,Some-college,Married,Professional,Other,Male,1
25,40,Private,Bachelors,Single,White-Collar,White,Female,0
40,32,Private,Assoc,Divorced,Service,White,Female,0
33,40,Private,HS-grad,Divorced,White-Collar,Other,Female,0
45,42,Private,Bachelors,Married,Professional,White,Male,1
47,40,Government,Bachelors,Divorced,Professional,White,Male,0
69,15,Self-Employed,Some-college,Married,Service,White,Female,0
27,48,Private,Some-college,Single,Professional,White,Female,0
45,40,Government,HS-grad,Married,White-Collar,Other,Female,0
49,40,Private,HS-grad,Single,Service,White,Female,0
46,40,Government,HS-grad,Married,Blue-Collar,White,Male,0
19,40,Private,HS-grad,Single,Service,Other,Female,0
25,50,Private,Some-college,Single,Service,Other,Female,0
48,48,Private,HS-grad,Widowed,Blue-Collar,White,Female,0
23,20,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,0
19,18,Private,Some-college,Single,White-Collar,White,Male,0
49,45,Government,Masters,Married,Professional,White,Male,1
39,40,Private,HS-grad,Married,White-Collar,White,Female,1
48,40,Government,HS-grad,Divorced,Blue-Collar,White,Male,0
34,40,Private,Masters,Single,Professional,White,Female,1
35,40,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
40,40,Private,Assoc,Married,Professional,White,Male,1
48,52,Private,HS-grad,Divorced,Sales,White,Female,0
41,40,Private,Some-college,Divorced,Blue-Collar,White,Male,1
20,40,Private,HS-grad,Single,Sales,White,Male,0
40,65,Private,Bachelors,Married,White-Collar,White,Male,1
22,20,Private,Some-college,Single,Sales,White,Male,0
51,8,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,1
25,40,Private,Bachelors,Single,White-Collar,White,Male,0
36,40,Private,Bachelors,Divorced,Service,White,Female,0
39,40,Government,Bachelors,Married,Professional,White,Male,0
46,40,Government,Bachelors,Separated,Professional,White,Male,0
18,20,Private,School,Single,Sales,White,Female,0
31,50,Private,Assoc,Single,Blue-Collar,Other,Male,0
34,40,Private,School,Married,Blue-Collar,White,Male,0
19,40,Private,Some-college,Single,White-Collar,White,Female,0
21,50,Private,Assoc,Single,Service,White,Female,0
29,40,Private,Bachelors,Married,White-Collar,White,Male,1
54,40,Private,HS-grad,Single,White-Collar,White,Female,0
44,40,Self-Employed,HS-grad,Married,Professional,White,Female,1
53,70,Government,Masters,Married,White-Collar,White,Male,1
22,40,Private,HS-grad,Single,White-Collar,White,Female,0
25,40,Government,Masters,Single,Professional,White,Female,0
38,40,Private,Bachelors,Single,White-Collar,White,Male,0
44,40,Private,Some-college,Divorced,Blue-Collar,White,Male,0
55,40,Private,School,Married,Blue-Collar,White,Male,0
47,40,Private,HS-grad,Married,Blue-Collar,Other,Male,1
37,40,Private,HS-grad,Single,Service,White,Male,0
30,25,Private,HS-grad,Single,Sales,Other,Female,0
53,50,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
23,40,Private,Bachelors,Single,White-Collar,White,Female,0
46,60,Self-Employed,Prof-school,Married,Professional,White,Male,1
28,40,Private,Bachelors,Married,White-Collar,White,Male,1
40,50,Self-Employed,Assoc,Married,Sales,White,Male,1
64,20,Self-Employed,School,Married,Sales,White,Male,0
24,15,Private,Some-college,Single,Sales,White,Female,0
43,58,Private,HS-grad,Divorced,White-Collar,White,Female,0
31,50,Private,Some-college,Single,Blue-Collar,White,Male,0
35,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
37,40,Private,HS-grad,Divorced,Blue-Collar,Other,Female,0
61,40,Private,School,Married,Sales,White,Male,0
26,40,Private,Some-college,Single,White-Collar,Other,Female,0
24,40,Government,Assoc,Married,White-Collar,White,Female,0
62,40,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
18,25,Private,HS-grad,Married,Blue-Collar,White,Male,0
22,60,Private,Bachelors,Single,Sales,White,Female,0
37,5,Self-Employed,Bachelors,Married,Professional,White,Male,1
46,35,Private,Some-college,Divorced,White-Collar,Other,Female,0
47,60,Self-Employed,Bachelors,Widowed,White-Collar,Other,Female,0
45,50,Private,Doctorate,Married,Professional,White,Male,1
29,35,Private,HS-grad,Single,Service,White,Female,0
40,40,Private,HS-grad,Widowed,Blue-Collar,White,Female,0
20,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
22,35,Private,Some-college,Single,Sales,White,Male,0
77,40,Self-Employed,Some-college,Married,White-Collar,White,Male,0
28,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
24,40,Private,Some-college,Single,Blue-Collar,White,Male,0
62,40,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,0
34,40,Private,Some-college,Single,Blue-Collar,White,Male,0
45,65,Private,Some-college,Married,Blue-Collar,White,Male,0
35,40,Government,Some-college,Divorced,Service,White,Female,0
22,40,Private,HS-grad,Single,Blue-Collar,Other,Male,0
24,50,Self-Employed,Some-college,Single,Service,White,Female,0
31,40,Self-Employed,Bachelors,Single,Service,White,Male,0
34,60,Self-Employed,Prof-school,Single,Professional,White,Female,1
21,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
70,20,Self-Employed,HS-grad,Widowed,Service,White,Female,0
38,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
30,40,Private,Some-college,Married,Blue-Collar,White,Male,1
32,50,Government,Some-college,Married,Professional,White,Male,0
24,40,Private,Bachelors,Single,White-Collar,White,Male,0
32,40,Government,Bachelors,Divorced,White-Collar,Other,Female,0
51,40,Government,Masters,Divorced,White-Collar,White,Female,0
41,40,Government,Some-college,Married,White-Collar,Other,Female,0
41,40,Private,Some-college,Divorced,Blue-Collar,White,Male,1
32,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
46,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
41,72,Private,HS-grad,Married,Blue-Collar,White,Male,1
37,45,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
33,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
20,30,Private,Bachelors,Single,Sales,Other,Female,0
40,40,Government,Some-college,Divorced,Blue-Collar,White,Male,0
53,40,Government,HS-grad,Married,Service,Other,Male,0
24,40,Private,School,Married,Blue-Collar,White,Female,0
30,40,Private,HS-grad,Single,Service,White,Male,0
41,50,Government,Prof-school,Married,Professional,White,Male,1
20,40,Private,Some-college,Single,Service,White,Female,0
32,40,Private,School,Married,Blue-Collar,White,Male,1
48,50,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
18,20,Private,School,Single,Sales,White,Male,0
21,40,Private,Some-college,Single,Professional,Other,Male,0
44,55,Private,Some-college,Married,Sales,White,Male,0
44,60,Self-Employed,School,Married,White-Collar,Other,Male,0
61,12,Private,Bachelors,Divorced,Service,White,Female,0
32,50,Private,Bachelors,Single,White-Collar,White,Male,1
20,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
22,50,Private,Assoc,Single,Blue-Collar,White,Male,0
51,40,Self-Employed,HS-grad,Single,Sales,White,Male,0
61,43,Private,Some-college,Divorced,White-Collar,White,Female,0
30,40,Private,School,Married,Blue-Collar,White,Male,0
26,40,Private,Some-college,Married,White-Collar,White,Female,0
55,45,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
26,36,Private,HS-grad,Single,Blue-Collar,White,Male,0
37,50,Private,HS-grad,Married,Sales,White,Male,0
48,40,Private,HS-grad,Single,White-Collar,White,Female,0
52,95,Self-Employed,Some-college,Married,White-Collar,White,Male,1
44,40,Government,Some-college,Single,Service,Other,Female,0
45,50,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
48,40,Private,Masters,Married,White-Collar,White,Male,0
40,40,Self-Employed,Bachelors,Married,Sales,White,Male,0
29,42,Private,Some-college,Married,Blue-Collar,White,Male,0
51,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
36,40,Private,Some-college,Married,Blue-Collar,White,Male,1
42,40,Private,Some-college,Married,Blue-Collar,Other,Male,1
58,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
33,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
49,36,Private,Assoc,Separated,Professional,White,Female,0
38,70,Self-Employed,Masters,Married,White-Collar,White,Male,1
41,60,Self-Employed,Prof-school,Married,Professional,White,Male,1
22,9,Private,Bachelors,Single,Professional,White,Female,0
52,60,Self-Employed,Some-college,Married,Service,White,Male,1
37,50,Private,Assoc,Married,Blue-Collar,White,Male,1
42,55,Government,Masters,Married,Professional,White,Male,0
51,50,Self-Employed,Some-college,Divorced,White-Collar,White,Female,0
33,50,Self-Employed,Some-college,Married,Blue-Collar,White,Male,1
31,40,Private,HS-grad,Married,Sales,White,Male,0
24,60,Private,HS-grad,Married,Blue-Collar,White,Male,0
76,30,Self-Employed,School,Single,Blue-Collar,White,Male,0
21,40,Private,Assoc,Single,White-Collar,White,Female,0
34,40,Private,School,Married,Blue-Collar,White,Male,0
53,40,Private,HS-grad,Divorced,White-Collar,White,Female,0
52,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
21,30,Private,Some-college,Single,Blue-Collar,White,Male,0
33,40,Private,Prof-school,Married,Professional,White,Male,1
21,40,Private,Some-college,Single,Service,White,Female,0
41,40,Private,Some-college,Divorced,White-Collar,White,Female,0
59,40,Government,Masters,Single,White-Collar,White,Male,0
21,40,Private,HS-grad,Single,White-Collar,White,Male,0
37,42,Self-Employed,HS-grad,Married,Service,White,Male,0
64,40,Government,Assoc,Married,Service,Other,Male,1
33,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
35,50,Private,HS-grad,Married,Blue-Collar,White,Male,0
40,35,Private,HS-grad,Married,Blue-Collar,White,Male,0
25,40,Government,Some-college,Single,White-Collar,Other,Female,0
36,40,Private,School,Married,Blue-Collar,White,Male,1
38,50,Private,HS-grad,Married,Blue-Collar,White,Male,1
61,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
50,35,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
59,40,Government,HS-grad,Married,Blue-Collar,White,Male,1
48,40,Private,HS-grad,Divorced,White-Collar,Other,Female,0
75,16,Private,Some-college,Married,Blue-Collar,White,Male,0
61,40,Private,HS-grad,Single,Blue-Collar,Other,Female,0
21,40,Private,HS-grad,Single,White-Collar,White,Male,0
37,40,Government,Bachelors,Single,Professional,White,Male,0
30,70,Private,HS-grad,Single,Blue-Collar,White,Female,0
25,25,Private,Some-college,Married,Sales,White,Male,0
50,55,Self-Employed,Masters,Married,Professional,White,Male,1
34,40,Government,Bachelors,Single,White-Collar,Other,Male,0
57,40,Private,School,Married,Blue-Collar,White,Male,0
45,48,Self-Employed,HS-grad,Married,White-Collar,White,Male,1
17,23,Private,School,Single,Blue-Collar,White,Female,0
18,16,Private,School,Single,Blue-Collar,White,Male,0
19,20,Private,Some-college,Single,Service,White,Female,0
21,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,48,Private,Bachelors,Divorced,White-Collar,White,Female,1
24,20,Private,Bachelors,Single,Service,White,Female,0
60,40,Government,Some-college,Widowed,White-Collar,White,Female,0
25,40,Private,HS-grad,Single,Service,Other,Female,0
47,48,Private,Some-college,Married,White-Collar,Other,Female,1
28,10,Other/Unknown,Bachelors,Married,Other/Unknown,Other,Female,0
27,40,Private,School,Single,Blue-Collar,White,Male,0
41,55,Government,Masters,Divorced,Professional,White,Female,0
64,50,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,1
46,40,Private,Assoc,Divorced,Sales,White,Female,0
43,38,Private,Some-college,Divorced,Blue-Collar,Other,Female,0
77,20,Self-Employed,School,Married,White-Collar,White,Male,1
41,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
60,30,Private,Assoc,Widowed,Blue-Collar,White,Female,0
24,40,Private,School,Single,Blue-Collar,Other,Male,0
17,40,Other/Unknown,School,Single,Other/Unknown,White,Male,0
56,40,Self-Employed,School,Divorced,Service,White,Female,0
39,40,Private,Masters,Divorced,Professional,White,Female,0
40,48,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
66,35,Government,Doctorate,Married,Professional,Other,Male,1
35,40,Private,Doctorate,Married,Professional,Other,Male,1
19,16,Self-Employed,Some-college,Single,Sales,White,Female,0
27,40,Self-Employed,Masters,Single,Blue-Collar,White,Male,0
26,40,Private,School,Single,Blue-Collar,Other,Male,0
25,40,Private,HS-grad,Married,White-Collar,White,Female,0
42,40,Private,School,Married,Blue-Collar,White,Male,0
40,45,Private,Some-college,Separated,White-Collar,White,Female,0
40,60,Private,Bachelors,Divorced,Sales,White,Male,1
63,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,1
37,50,Private,Bachelors,Married,White-Collar,White,Male,1
41,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
60,60,Self-Employed,School,Married,Sales,White,Male,0
30,40,Government,Bachelors,Married,Professional,White,Male,1
23,40,Private,Bachelors,Single,Professional,White,Male,0
25,56,Private,Some-college,Married,White-Collar,Other,Female,1
37,35,Private,School,Married,Blue-Collar,White,Male,0
25,40,Private,HS-grad,Single,Service,White,Male,0
64,40,Government,Some-college,Married,Blue-Collar,White,Male,1
60,50,Private,Masters,Single,Professional,White,Male,0
56,50,Self-Employed,Masters,Married,Blue-Collar,White,Male,1
28,35,Private,HS-grad,Married,Blue-Collar,White,Male,0
60,40,Other/Unknown,Masters,Married,Other/Unknown,White,Male,0
31,40,Private,Some-college,Married,Blue-Collar,White,Male,0
41,40,Government,HS-grad,Separated,Blue-Collar,White,Male,0
25,40,Private,Some-college,Single,Service,White,Male,0
44,40,Government,Assoc,Divorced,White-Collar,White,Female,0
23,40,Private,HS-grad,Single,White-Collar,White,Female,0
23,5,Private,Bachelors,Single,White-Collar,White,Female,0
38,35,Private,Some-college,Married,White-Collar,White,Female,1
49,40,Private,Some-college,Divorced,Blue-Collar,White,Female,0
25,40,Private,HS-grad,Separated,Blue-Collar,Other,Male,0
34,48,Self-Employed,Bachelors,Married,Professional,Other,Male,1
37,40,Private,Some-college,Separated,Service,Other,Male,0
40,46,Private,HS-grad,Married,Blue-Collar,White,Male,0
53,60,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
51,38,Self-Employed,Assoc,Married,Service,White,Male,1
42,32,Private,Some-college,Married,Professional,White,Male,1
48,50,Private,Assoc,Married,Professional,White,Male,1
35,45,Private,Assoc,Divorced,Blue-Collar,White,Male,1
31,55,Government,Doctorate,Married,White-Collar,White,Male,1
21,50,Private,Some-college,Married,Service,White,Male,0
40,40,Private,Bachelors,Married,White-Collar,Other,Male,1
30,25,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,0
50,28,Government,Some-college,Separated,Service,Other,Female,0
41,40,Self-Employed,Assoc,Divorced,Blue-Collar,White,Male,0
47,30,Private,HS-grad,Married,White-Collar,White,Female,1
47,40,Government,Some-college,Married,Service,White,Male,1
23,20,Private,Some-college,Single,Professional,White,Male,0
43,30,Private,Masters,Single,Service,White,Female,0
27,37,Private,Bachelors,Single,Service,White,Male,0
34,55,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,0
63,32,Self-Employed,Bachelors,Married,Professional,Other,Male,1
